Make;Model;Variant;Start Year;End Year;Doors;Drivetrain;Body Type;Engine Size;Aspiration;Fuel Type;Transmission Type
Chrysler;Pacifica;Hybrid;2017;Present;5-door;FWD;Minivan;3.6L V6;Naturally Aspirated;Petrol/PHEV;eFlite Si-EVT
Citroën;C3 Aircross;;2017;Present;5-door;FWD;SUV;1.2L PureTech/1.5L BlueHDi;Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed Auto
Citroën;C5 Aircross;;2017;Present;5-door;FWD;SUV;1.2L PureTech/1.6L PureTech/1.5L BlueHDi;Turbocharged;Petrol/Diesel/Hybrid;6-Speed Manual/8-Speed Auto
Daihatsu;Terios;F800;2017;Present;5-door;RWD;SUV;1.5L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
FAW;Hongqi H5;;2017;Present;4-door;FWD;Sedan;1.5L/1.8L/2.0L;Turbocharged;Petrol;6-Speed Automatic/7-Speed DCT
Foton;Aumark;S;2017;Present;2-door;RWD;Light-dutyTruck;2.8L/3.8L;Turbocharged;Diesel;5/6-Speed Manual
Honda;WR-V;;2017;Present;5-door;FWD;CrossoverSUV;1.2L/1.5L;Naturally Aspirated;Petrol;5-Speed Manual/CVT
Hyundai;i30 N;PDE;2017;Present;5-door;FWD;Hatchback/Fastback;2.0L;Turbocharged;Petrol;6-Speed Manual/8-Speed DCT
Hyundai;Kona;OS;2017;Present;5-door;FWD/AWD;SUV;1.0L/1.6L/2.0L;Turbocharged/Naturally Aspirated;Petrol/Diesel;6-Speed Manual/6-Speed AT/7-Speed DCT
JAC;Refine;M6;2017;Present;5-door;FWD;MPV;2.0L;Turbocharged;Petrol;6-Speed DCT
Jaguar;E-Pace;P250;2017;Present;5-door;AWD;SUV;2.0L;Turbocharged;Petrol;9-Speed Automatic
Jaguar;E-Pace;D180;2017;Present;5-door;AWD;SUV;2.0L;Turbocharged;Diesel;9-Speed Automatic
Jeep;Compass;MP Trailhawk;2017;Present;4-door;4WD;SUV;1.3L/1.4L/2.4L/1.6L/2.0L;Turbocharged/Naturally Aspirated;Petrol/Diesel;6-Speed Manual/9-Speed Automatic
JMC;Teshun;;2017;Present;3-door/4-door/5-door;RWD;Van;2.8L;Turbocharged;Diesel;5-Speed Manual
Kia;Picanto;JA;2017;Present;5-door;FWD;Hatchback;1.0L/1.2L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/4-Speed Automatic
Kia;Rio;YB/SC;2017;Present;5-door;FWD;Hatchback;1.0L/1.2L/1.4L;Turbocharged/Naturally Aspirated;Petrol;5/6-Speed Manual/4-Speed Automatic/7-Speed DCT
Kia;Stonic;YB CUV;2017;Present;5-door;FWD;SUV;1.0L/1.2L/1.4L/1.6L;Turbocharged/Naturally Aspirated;Petrol/Diesel;5/6-Speed Manual/7-Speed DCT
Range Rover;Velar;R-Dynamic HSE;2017;Present;5-door;AWD;SUV;2.0L/3.0L;Turbocharged/Supercharged;Petrol/Diesel;8-Speed Automatic
LDV;D90;Executive;2017;Present;5-door;RWD/4WD;SUV;2.0L;Turbocharged;Petrol/Diesel;6/8-Speed Automatic
LDV;T60;Pro;2017;Present;4-door;4WD;Pickup;2.8L;Turbocharged;Diesel;6-Speed Manual/6-Speed Automatic
LDV;T60;Luxe;2017;Present;4-door;4WD;Pickup;2.8L;Turbocharged;Diesel;6-Speed Manual/6-Speed Automatic
Lexus;LC;500;2017;Present;2-door;RWD;Coupe/Convertible;5.0L;Naturally Aspirated;Petrol;10-Speed Automatic
Lexus;LC;500h;2017;Present;2-door;RWD;Coupe;3.5L;Hybrid;Petrol/Electric;Multi-Stage e-CVT
Lexus;LS;500;2017;Present;4-door;RWD/AWD;Sedan;3.4L;Twin-Turbocharged;Petrol;10-Speed Automatic
Lexus;LS;500h;2017;Present;4-door;RWD/AWD;Sedan;3.5L;Hybrid;Petrol/Electric;Multi-Stage e-CVT
Mazda;CX-5;KF 2.5 Skyactiv-G;2017;Present;5-door;FWD/AWD;SUV;2.5L;Naturally Aspirated/Turbocharged;Petrol;6-Speed Automatic
Mercedes-AMG;GLC-Class;GLC 63 S 4MATIC+;2017;Present;5-door;AWD;SUV/Coupe;4.0L;Twin-Turbocharged;Petrol;9-Speed MCT
MG;ZS;;2017;Present;5-door;FWD;SUV;1.0L/1.5L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual/4/6-Speed Automatic
Mini;Countryman;F60 Cooper SE ALL4;2017;Present;5-door;AWD;SUV;1.5L;Turbocharged Hybrid;Petrol/Electric;6-Speed Automatic
Mini;Countryman;F60 John Cooper Works ALL4;2017;Present;5-door;AWD;SUV;2.0L;Turbocharged;Petrol;8-Speed Automatic
Mitsubishi;Eclipse Cross;;2017;Present;5-door;FWD/AWD;CoupeSUV;1.5L/2.2L;Turbocharged;Petrol/Diesel;CVT/8-Speed Automatic
Mitsubishi;Xpander;;2017;Present;5-door;FWD;MPV;1.5L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Nissan;Leaf;ZE1;2017;Present;5-door;FWD;Hatchback;40 kWh/62 kWh;Electric;Electric;Single-Speed
Nissan;Micra;K14;2017;Present;5-door;FWD;Hatchback;0.9L/1.0L/1.5L;Turbocharged/Naturally Aspirated;Petrol/Diesel;5-Speed Manual/CVT
Peugeot;5008;GT Line;2017;Present;5-door;FWD;SUV;1.6L/2.0L;Turbocharged;Petrol/Diesel;6/8-Speed Automatic
Porsche;Panamera;Turbo S E-Hybrid;2017;Present;4-door;AWD;Sedan/SportTurismo;4.0L;Twin-Turbocharged;Petrol/Electric;8-Speed PDK
Rolls-Royce;Phantom;VIII;2017;Present;4-door;RWD;Sedan;6.8L;Twin-Turbocharged;Petrol;8-Speed Automatic
Rolls-Royce;Phantom;VIII Extended;2017;Present;4-door;RWD;Sedan;6.8L;Twin-Turbocharged;Petrol;8-Speed Automatic
SEAT;Arona;FR;2017;Present;5-door;FWD;CrossoverSUV;1.0L/1.5L/1.6L;Turbocharged;Petrol/Diesel;6-Speed Manual/7-Speed DSG
SEAT;Ibiza;5 (6F) Xcellence;2017;Present;5-door;FWD;Hatchback;1.0L/1.5L;Turbocharged/Naturally Aspirated;Petrol;5/6-Speed Manual/7-Speed DSG
Smart;EQ Fortwo;;2017;Present;2-door;RWD;Coupe/Cabrio;-;Electric;Electric;1-Speed Automatic
Tata;Tigor;XZ;2017;Present;4-door;FWD;Sedan;1.2L/1.05L;Naturally Aspirated;Petrol/Diesel/CNG;5-Speed Manual/5-Speed AMT
Volvo;XC40;T5 R-Design;2017;Present;5-door;AWD;SUV;2.0L;Turbocharged;Petrol;8-Speed Geartronic
Volvo;XC60;Recharge T8 Inscription;2017;Present;5-door;AWD;SUV;2.0L;Turbocharged/Supercharged/Hybrid;Petrol/Electric;8-Speed Geartronic
Aston Martin;Vantage;;2018;Present;2-door;RWD;Coupe/Roadster;4.0L V8;Twin-Turbo;Petrol;8-Speed Automatic/7-Speed Manual
Audi;A6;C8 (Typ 4K);2018;Present;4-door;FWD/Quattro;Sedan/Avant/Allroad;2.0L TFSI/3.0L V6 TFSI/2.0L TDI/3.0L TDI;Turbocharged;Petrol/Diesel;7-Speed S tronic/8-Speed Tiptronic
Audi;A7;Typ 4K;2018;Present;5-door;Quattro;Sportback;3.0L V6 TFSI/2.0L TFSI/2.0L TDI/3.0L TDI;Turbocharged;Petrol/Diesel;7-Speed S tronic/8-Speed Tiptronic
Audi;Q8;;2018;Present;5-door;Quattro;CoupeSUV;3.0L V6 TFSI/4.0L V8 TFSI/3.0L TDI/4.0L TDI;Turbocharged;Petrol/Diesel;8-Speed Tiptronic
Audi;Q3;F3;2018;Present;5-door;FWD/Quattro;SUV/Sportback;1.5L/2.0L TFSI/2.0L TDI;Turbocharged;Petrol/Diesel;6-Speed Manual/7-Speed S tronic
Audi;A1;GB;2018;Present;5-door;FWD;Hatchback;1.0L/1.5L/2.0L TFSI;Turbocharged;Petrol;6-Speed Manual/7-Speed S tronic
BAW;BJ40 Plus;;2018;Present;4-door;4WD;Off-roadvehicle;2.0L/2.3L;Turbocharged;Petrol/Diesel;6-Speed Automatic
BAIC;Beijing BJ40 Plus/L;;2018;Present;4-door;4WD;Off-roadvehicle;2.0L/2.3L;Turbocharged;Petrol/Diesel;6/8-Speed Automatic
BAIC;Beijing X55 (Mofang);;2018;Present;5-door;FWD;SUV;1.5L;Turbocharged;Petrol;7-Speed DCT
BAIC;Beijing BJ40;Plus/City Hunter;2018;Present;4-door;4WD;Off-roadvehicle;2.0L/2.3L;Turbocharged;Petrol/Diesel;6/8-Speed Automatic
Bentley;Bentayga;V8;2018;Present;5-door;AWD;SUV;4.0L V8;Twin-Turbo;Petrol;8-Speed Automatic
Bentley;Continental GT;(Gen 3) W12;2018;Present;2-door;AWD;Coupe;6.0L W12;Twin-Turbo;Petrol;8-Speed DCT
BMW;8 Series;G14/G15/G16;2018;Present;2-door/4-door;RWD/AWD;Coupe/Convertible/GranCoupé;3.0L/4.4L;Turbocharged;Petrol/Diesel;8-Speed Automatic
BMW;X7;G07;2018;Present;5-door;AWD;SAV;3.0L/4.4L;Turbocharged;Petrol/Diesel;8-Speed Automatic
BMW;Z4;G29;2018;Present;2-door;RWD;Roadster;2.0L/3.0L;Turbocharged;Petrol;8-Speed Automatic/6-Speed Manual (Opt)
BYD;Tang;DM/EV (Gen 2);2018;Present;5-door;AWD;SUV;2.0T;Turbocharged;Petrol/PHEV/Electric;6-Speed DCT/Single Speed
DFSK;EC35;;2018;Present;4-door;RWD;ElectricVan;-;Electric;Electric;1-Speed Automatic
DFSK;Fengon ix5;;2018;Present;5-door;FWD;CoupeSUV;1.5L/2.0L;Turbocharged;Petrol;CVT/6-Speed Automatic
FAW;Bestune T77;;2018;Present;5-door;FWD;CompactSUV;1.2L/1.5L;Turbocharged;Petrol;6-Speed Manual/7-Speed DCT
Ford;Expedition;Platinum MAX;2018;Present;4-door;RWD/4WD;SUV;3.5L;Twin-turbocharged;Petrol;10-Speed Automatic
Foton;Gratour;im6;2018;Present;5-door;FWD;MPV;1.5L;Naturally Aspirated;Petrol;5-Speed Manual
Foton;Gratour;im8;2018;Present;5-door;FWD;MPV;1.5L;Naturally Aspirated;Petrol;5-Speed Manual
GWM;Steed 7;;2018;Present;4-door;4WD;Pickup;2.0L;Turbocharged;Diesel;6-Speed Manual
Hyundai;Kona Electric;;2018;Present;5-door;FWD;SUV;-;Electric;Electric;1-Speed Automatic
Hyundai;Nexo;;2018;Present;5-door;FWD;SUV;-;Fuel Cell;Hydrogen;1-Speed Automatic
Hyundai;Palisade;LX2;2018;Present;5-door;FWD/AWD;SUV;3.5L/3.8L/2.2L;Naturally Aspirated/Turbocharged;Petrol/Diesel;8-Speed Automatic
Hyundai;Santa Fe;TM;2018;Present;5-door;FWD/AWD;SUV;2.0L/2.4L/2.5L/3.5L/2.2L;Turbocharged/Naturally Aspirated/Hybrid;Petrol/Diesel/Hybrid;8-Speed Automatic/6-Speed AT/8-Speed DCT
JAC;Refine;S4;2018;Present;5-door;FWD;CrossoverSUV;1.5L/1.6L;Turbocharged/Naturally Aspirated;Petrol;6-Speed Manual/CVT
JAC;T8;Pro;2018;Present;4-door;RWD/4WD;Pickup;2.0L;Turbocharged;Petrol/Diesel;6-Speed Manual
Jaguar;F-Pace;SVR;2018;Present;5-door;AWD;SUV;5.0L;Supercharged;Petrol;8-Speed Automatic
Jaguar;I-Pace;EV400;2018;Present;5-door;AWD;SUV;-;Electric;Electric;1-Speed Automatic
Jeep;Wrangler;JL Sport;2018;Present;2-door/4-door;4WD;SUV;2.0L/3.6L/3.0L;Turbocharged/Naturally Aspirated;Petrol/Diesel/Hybrid;6-Speed Manual/8-Speed Automatic
Jetour;X70;1.5T;2018;Present;5-door;FWD;SUV;1.5L;Turbocharged;Petrol;5/6-Speed Manual/6-Speed DCT/8-Speed AT
JMC;Tiger;;2018;Present;4-door;RWD/4WD;Pickup;2.0L/2.4L/2.5L;Turbocharged;Petrol/Diesel;5/6-Speed Manual
Kia;Ceed;CD;2018;Present;5-door;FWD;Hatchback/Wagon;1.0L/1.4L/1.5L/1.6L;Turbocharged;Petrol/Diesel/Hybrid;6-Speed Manual/7-Speed DCT
Kia;Cerato;BD;2018;Present;4-door/5-door;FWD;Sedan/Hatchback;1.6L/2.0L;Naturally Aspirated/Turbocharged;Petrol;6-Speed Manual/IVT/7-Speed DCT
Kia;Proceed;CD;2018;Present;5-door;FWD;ShootingBrake;1.0L/1.4L/1.5L/1.6L;Turbocharged;Petrol/Diesel;6-Speed Manual/7-Speed DCT
Lamborghini;Urus;;2018;Present;5-door;AWD;SUV;4.0L;Twin-Turbocharged;Petrol;8-Speed Automatic
Range Rover;Evoque;L551 R-Dynamic;2018;Present;5-door;AWD;SUV;2.0L;Turbocharged;Petrol/Diesel/Hybrid;9-Speed Automatic
Lexus;UX;200;2018;Present;5-door;FWD;CrossoverSUV;2.0L;Naturally Aspirated;Petrol;CVT
Lexus;UX;250h;2018;Present;5-door;FWD/AWD;CrossoverSUV;2.0L;Hybrid;Petrol/Electric;e-CVT
Mahindra;Marazzo;M8;2018;Present;5-door;FWD;MPV;1.5L;Turbocharged;Diesel;6-Speed Manual
Maserati;Levante;Trofeo;2018;Present;5-door;AWD;SUV;3.8L;Twin-Turbocharged;Petrol;8-Speed Automatic
Mercedes-AMG;CLS-Class;CLS 53 4MATIC+;2018;Present;4-door;AWD;Coupe;3.0L;Turbocharged Hybrid;Petrol/Electric;9-Speed Automatic
Mercedes-AMG;E-Class;E 53 4MATIC+;2018;Present;2-door/4-door;AWD;Sedan/Coupe/Cabriolet;3.0L;Turbocharged Hybrid;Petrol/Electric;9-Speed Automatic
Mercedes-AMG;GT;4-Door Coupé 63 S;2018;Present;4-door;AWD;Coupe;4.0L;Twin-Turbocharged;Petrol;9-Speed MCT
Mercedes-Benz;A-Class;W177;2018;Present;4-door/5-door;FWD/4Matic;Sedan/Hatchback;1.3L/2.0L Inline 4 Cyl;Turbocharged;Petrol/Diesel/Hybrid;7/8-Speed DCT
Mercedes-Benz;G-Class;W463A;2018;Present;5-door;4WD;SUV;4.0L V8/2.9L Inline 6 Cyl Diesel;Twin-Turbo;Petrol/Diesel;9-Speed Automatic
MG;HS;Excite;2018;Present;5-door;FWD;SUV;1.5L;Turbocharged;Petrol;6-Speed Manual/7-Speed DCT
Nissan;Altima;L34;2018;Present;4-door;FWD/AWD;Sedan;2.0L/2.5L;Turbocharged/Naturally Aspirated;Petrol;CVT
Peugeot;508;GT;2018;Present;5-door;FWD;Fastback/SW;1.6L/2.0L;Turbocharged;Petrol/Diesel;8-Speed Automatic
Peugeot;Rifter;GT Line;2018;Present;5-door;FWD;MPV;1.2L/1.5L;Turbocharged;Petrol/Diesel;6-Speed Manual/8-Speed Automatic
Proton;X70;Premium;2018;Present;5-door;FWD/AWD;SUV;1.8L/1.5L;Turbocharged;Petrol;6-Speed Automatic/7-Speed DCT
Rolls-Royce;Cullinan;;2018;Present;4-door;AWD;SUV;6.8L;Twin-Turbocharged;Petrol;8-Speed Automatic
SEAT;Tarraco;Xcellence;2018;Present;5-door;FWD/AWD;SUV;1.5L/2.0L;Turbocharged;Petrol/Diesel;6-Speed Manual/7-Speed DSG
Subaru;Forester;SK;2018;Present;5-door;AWD;SUV;2.0L/2.5L;Naturally Aspirated/Hybrid;Petrol/Hybrid;CVT
Suzuki;Jimny;JB64/JB74;2018;Present;3-door/5-door;4WD;SUV;658cc/1.5L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Audi;SQ2;;2019;Present;5-door;Quattro;SUV;2.0L TFSI;Turbocharged;Petrol;7-Speed S tronic
Audi;S8;D5 (Typ 4N);2019;Present;4-door;Quattro;Sedan;4.0L V8;Twin-Turbo;Petrol;8-Speed Tiptronic
Audi;S6;C8 (Typ 4K);2019;Present;4-door;Quattro;Sedan/Avant;2.9L V6 TFSI/3.0L V6 TDI;Twin-Turbo/Turbocharged;Petrol/Diesel;8-Speed Tiptronic
Audi;RS 6 Avant;C8 (Typ 4K);2019;Present;5-door;Quattro;Wagon;4.0L V8;Twin-Turbo;Petrol;8-Speed Tiptronic
Audi;S7;Typ 4K;2019;Present;5-door;Quattro;Sportback;2.9L V6 TFSI/3.0L V6 TDI;Twin-Turbo/Turbocharged;Petrol/Diesel;8-Speed Tiptronic
Audi;RS 7;Typ 4K;2019;Present;5-door;Quattro;Sportback;4.0L V8;Twin-Turbo;Petrol;8-Speed Tiptronic
Audi;SQ8;;2019;Present;5-door;Quattro;CoupeSUV;4.0L V8 TDI/4.0L V8 TFSI;Twin-Turbo;Diesel/Petrol;8-Speed Tiptronic
Audi;RS Q8;;2019;Present;5-door;Quattro;CoupeSUV;4.0L V8;Twin-Turbo;Petrol;8-Speed Tiptronic
Audi;RS Q3;F3;2019;Present;5-door;Quattro;SUV/Sportback;2.5L I5;Turbocharged;Petrol;7-Speed S tronic
BAIC;Beijing BJ90;;2019;Present;5-door;AWD;SUV;3.0L V6/4.0L V8;Twin-Turbo;Petrol;9-Speed Automatic
BAIC;Beijing X3/X35;;2019;Present;5-door;FWD;SUV;1.5L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/CVT
Bentley;Bentayga;Hybrid;2019;Present;5-door;AWD;SUV;3.0L V6;Turbocharged;Petrol/Hybrid;8-Speed Automatic
Bentley;Continental GT;(Gen 3) V8;2019;Present;2-door;AWD;Coupe;4.0L V8;Twin-Turbo;Petrol;8-Speed DCT
Bentley;Continental GTC;(Gen 3);2019;Present;2-door;AWD;Convertible;4.0L V8/6.0L W12;Twin-Turbo;Petrol;8-Speed DCT
Bentley;Flying Spur;(Gen 3);2019;Present;4-door;AWD;Sedan;4.0L V8/6.0L W12/2.9L V6 Hybrid;Twin-Turbo/Turbocharged;Petrol/Hybrid;8-Speed DCT
Bentley;Bentayga;Speed;2019;Present;5-door;AWD;SUV;6.0L W12;Twin-Turbo;Petrol;8-Speed Automatic
BMW;M8;F91/F92/F93;2019;Present;2-door/4-door;AWD;Coupe/Convertible/GranCoupé;4.4L V8;Twin-Turbo;Petrol;8-Speed Automatic
BMW;3 Series;G20/G21;2019;Present;4-door/5-door;RWD/AWD;Sedan/Touring;2.0L/3.0L;Turbocharged;Petrol/Diesel/Hybrid;8-Speed Automatic
BMW;X6;G06;2019;Present;5-door;AWD;SAC;3.0L/4.4L;Turbocharged;Petrol/Diesel;8-Speed Automatic
BYD;Song Pro;;2019;Present;5-door;FWD;SUV;1.5T;Turbocharged;Petrol/PHEV/Electric;6-Speed DCT/Single Speed
BYD;e2/e3;;2019;Present;4-door/5-door;FWD;Hatchback/Sedan;Electric;Electric;Electric;Single Speed
Chevrolet;Blazer;;2019;Present;5-door;FWD/AWD;SUV;2.5L Inline 4 Cyl/2.0L Turbo/3.6L V6;Naturally Aspirated/Turbocharged;Petrol;9-Speed Automatic
Chevrolet;Silverado 1500;(GMT T1XX);2019;Present;2-door/4-door;RWD/4WD;Pickup;2.7L Turbo/4.3L V6/5.3L V8/6.2L V8;Turbocharged/Naturally Aspirated;Petrol/Diesel;6/8/10-Speed Automatic
Daihatsu;Rocky;A200;2019;Present;5-door;FWD;CrossoverSUV;1.0L/1.2L;Turbocharged/Naturally Aspirated/e-Smart Hybrid;Petrol/Hybrid;CVT/e-Smart Hybrid
DFSK;Fengon ix7;;2019;Present;5-door;FWD/AWD;SUV;2.0L;Turbocharged;Petrol;6-Speed Automatic
DFSK;Seres SF5;;2019;Present;5-door;AWD;ElectricSUV;1.5L;Range Extender;Petrol/Electric;1-Speed Automatic
FAW;Bestune T33;;2019;Present;5-door;FWD;SubcompactSUV;1.2L/1.6L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual/7-Speed DCT
FAW;Bestune T99;;2019;Present;5-door;FWD;Mid-sizeSUV;2.0L;Turbocharged;Petrol;6/8-Speed Automatic
FAW;Hongqi HS5;;2019;Present;5-door;FWD/AWD;CompactSUV;2.0L;Turbocharged;Petrol;6-Speed Automatic/8-Speed Automatic
FAW;Hongqi HS7;;2019;Present;5-door;AWD;Mid-sizeSUV;2.0L/3.0L;Turbocharged/Supercharged;Petrol/Mild Hybrid;7-Speed DCT/8-Speed Automatic
Ferrari;SF90;Stradale;2019;Present;2-door;AWD;Berlinetta;4.0L;Twin-Turbocharged Hybrid;Petrol/Electric;8-Speed Dual-Clutch
Ford;Edge;ST;2019;Present;5-door;AWD;SUV;2.7L;Twin-turbocharged;Petrol;8-Speed Automatic
Ford;Ranger;Raptor;2019;Present;4-door;4WD;Pickup;2.0L/3.0L;Twin-turbocharged;Diesel/Petrol;10-Speed Automatic
Foton;Gratour;ix5;2019;Present;5-door;FWD;MPV;1.5L;Naturally Aspirated;Petrol;5-Speed Manual
Foton;Gratour;ix7;2019;Present;5-door;FWD;MPV;1.5L;Naturally Aspirated;Petrol;5-Speed Manual
Foton;Tunland;G7;2019;Present;4-door;RWD/4WD;Pickup;2.0L;Turbocharged;Petrol/Diesel;6-Speed Manual/8-Speed ZF Automatic
GWM;P-Series;Commercial;2019;Present;2-door/4-door;RWD/4WD;Pickup;2.0L;Turbocharged;Diesel;6-Speed Manual/8-Speed Automatic
GWM;P-Series;Passenger;2019;Present;4-door;RWD/4WD;Pickup;2.0L;Turbocharged;Diesel;8-Speed Automatic
GWM;Poer;;2019;Present;4-door;RWD/4WD;Pickup;2.0L;Turbocharged;Petrol/Diesel;6-Speed Manual/8-Speed Automatic
Hyundai;i10;AC3;2019;Present;5-door;FWD;Hatchback;1.0L/1.2L;Naturally Aspirated/Turbocharged;Petrol;5-Speed Manual/5-Speed AMT
Hyundai;Sonata;DN8;2019;Present;4-door;FWD;Sedan;1.6L/2.5L;Turbocharged/Naturally Aspirated/Hybrid;Petrol/Hybrid;8-Speed Automatic/8-Speed DCT
Hyundai;Venue;QX;2019;Present;5-door;FWD;SUV;1.0L/1.2L/1.6L/1.5L;Turbocharged/Naturally Aspirated;Petrol/Diesel;5/6-Speed Manual/IVT/7-Speed DCT
Isuzu;D-Max;3rd Gen (RG);2019;Present;2-door/4-door;RWD/4WD;Pickup;1.9L/3.0L;Turbocharged;Diesel;6-Speed Manual/6-Speed Automatic
JAC;iEVS4;;2019;Present;5-door;FWD;CrossoverSUV;-;Electric;Electric;1-Speed Automatic
JAC;J7;;2019;Present;5-door;FWD;Liftback;1.5L;Turbocharged;Petrol;6-Speed Manual/CVT
JAC;Sehol;A5;2019;Present;5-door;FWD;Liftback;1.5L;Turbocharged;Petrol;6-Speed Manual/CVT
Jeep;Gladiator;JT Sport;2019;Present;4-door;4WD;Pickup;3.6L/3.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/8-Speed Automatic
Jeep;Gladiator;JT Rubicon;2019;Present;4-door;4WD;Pickup;3.6L/3.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/8-Speed Automatic
Jetour;X90;1.5T;2019;Present;5-door;FWD;SUV;1.5L;Turbocharged;Petrol;6-Speed Manual/6-Speed DCT
Jetour;X90;1.6T;2019;Present;5-door;FWD;SUV;1.6L;Turbocharged;Petrol;7-Speed DCT
Jetour;X95;1.6T;2019;Present;5-door;FWD;SUV;1.6L;Turbocharged;Petrol;7-Speed DCT
Jetour;X95;2.0T;2019;Present;5-door;FWD;SUV;2.0L;Turbocharged;Petrol;7-Speed DCT
JMC-Ford;Territory;;2019;Present;5-door;FWD;CompactSUV;1.5L;Turbocharged;Petrol/Mild Hybrid;CVT
Kia;Seltos;SP2;2019;Present;5-door;FWD/AWD;SUV;1.4L/1.5L/1.6L/2.0L;Turbocharged/Naturally Aspirated;Petrol/Diesel;6-Speed Manual/IVT/7-Speed DCT/6-Speed AT
Kia;Soul;SK3;2019;Present;5-door;FWD;CrossoverSUV;1.6L/2.0L;Turbocharged/Naturally Aspirated/Electric;Petrol/Electric;IVT/7-Speed DCT/1-Speed Automatic
Kia;Telluride;ON;2019;Present;5-door;FWD/AWD;SUV;3.8L;Naturally Aspirated;Petrol;8-Speed Automatic
Kia;Xceed;CD CUV;2019;Present;5-door;FWD;CrossoverSUV;1.0L/1.4L/1.5L/1.6L;Turbocharged;Petrol/Diesel/Hybrid;6-Speed Manual/7-Speed DCT
Land Rover;Discovery Sport;D200;2019;Present;5-door;AWD;SUV;2.0L;Turbocharged;Diesel/Mild Hybrid;9-Speed Automatic
Mahindra;XUV300;W8;2019;Present;5-door;FWD;CompactSUV;1.2L/1.5L;Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed AMT
Mazda;CX-30;DM 2.5 Skyactiv-G;2019;Present;5-door;FWD/AWD;SUV;2.5L;Naturally Aspirated/Turbocharged;Petrol;6-Speed Automatic
Mazda;Mazda3;BP 2.5 Skyactiv-G;2019;Present;4-door/5-door;FWD/AWD;Sedan/Hatchback;2.5L;Naturally Aspirated/Turbocharged;Petrol;6-Speed Automatic
Mercedes-AMG;A-Class;A 35 4MATIC;2019;Present;5-door;AWD;Hatchback;2.0L;Turbocharged;Petrol;7-Speed DCT
Mercedes-AMG;A-Class;A 45 S 4MATIC+;2019;Present;5-door;AWD;Hatchback;2.0L;Turbocharged;Petrol;8-Speed DCT
Mercedes-Benz;GLE-Class;V167;2019;Present;5-door;RWD/4Matic;SUV/Coupe;2.0L Inline 4 Cyl - 4.0L V8;Turbocharged;Petrol/Diesel/Hybrid;9-Speed Automatic
Mercedes-Benz;GLB-Class;X247;2019;Present;5-door;FWD/4Matic;SUV;1.3L/2.0L Inline 4 Cyl;Turbocharged;Petrol/Diesel;7/8-Speed DCT
Mercedes-Benz;GLS-Class;X167;2019;Present;5-door;AWD;SUV;3.0L Inline 6 Cyl/4.0L V8;Turbocharged;Petrol;9-Speed Automatic
McLaren;GT;;2019;Present;2-door;RWD;Coupe;4.0L;Twin-Turbocharged;Petrol;7-Speed SSG
MG;Extender;;2019;Present;2-door/4-door;RWD/4WD;Pickup;2.0L;Turbocharged;Diesel;6-Speed Manual/6-Speed Automatic
MG;Hector;;2019;Present;5-door;FWD;SUV;1.5L/2.0L;Turbocharged;Petrol/Diesel/Hybrid;6-Speed Manual/CVT/DCT
MG;ZS;EV;2019;Present;5-door;FWD;SUV;-;Electric;Electric;1-Speed Automatic
Nissan;Almera;N18;2019;Present;4-door;FWD;Sedan;1.0L/1.6L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual/CVT
Nissan;Juke;F16;2019;Present;5-door;FWD;SUV;1.0L;Turbocharged;Petrol;6-Speed Manual/7-Speed DCT
Opel;Corsa;F Elegance;2019;Present;5-door;FWD;Hatchback;1.2L/1.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/8-Speed Automatic
Opel;Zafira Life;;2019;Present;5-door;FWD;Van/MPV;1.5L/2.0L;Turbocharged;Diesel;6-Speed Manual/8-Speed Automatic
Peugeot;208;Allure;2019;Present;5-door;FWD;Hatchback;1.2L/1.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/8-Speed Automatic
Peugeot;e-208;GT;2019;Present;5-door;FWD;Hatchback;-;Electric;Electric;1-Speed Automatic
Peugeot;2008;GT;2019;Present;5-door;FWD;SUV;1.2L/1.5L;Turbocharged;Petrol/Diesel;6-Speed Manual/8-Speed Automatic
Peugeot;e-2008;GT;2019;Present;5-door;FWD;SUV;-;Electric;Electric;1-Speed Automatic
Porsche;911;992 Carrera;2019;Present;2-door;RWD;Coupe/Cabriolet;3.0L;Twin-Turbocharged;Petrol;8-Speed PDK/7-Speed Manual
Porsche;Cayenne;9Y0 E-Hybrid;2019;Present;4-door;AWD;SUV/Coupe;3.0L;Turbocharged;Petrol/Electric;8-Speed Tiptronic S
